Date	Rev	sentiment	
8-Jan-16	easy use	0.433333333	
18-Aug-14	ive always love pandora since day one download device love listen sleep dont like every song there advertisement pay pandora one wouldnt ad get ridiculous still love pandora	0.291666667	
24-Aug-17	still listen give break many song repeat way often	0.5	
26-Oct-16	love	0.5	
8-Jun-15	like good thing would like ad free cant everything even small amount ad free pandora bad site also offer great collection music genre think	0.225	
23-Sep-17	cool part get soundtrackit play music play music like thats make fun	0.325	
6-Aug-17	love pandora app especially shuffle mode	0.25	
12-May-17	easy work	0.433333333	
24-Feb-15	love pandora app perform wonderfully kindle fire hd would love even could give song thumb updown swipe top tend listen pandora browse web play game kindle make hard go back forth would much efficient feature	0.251041667	
18-May-12	review yet familiar pandora create account like run radio station create channel type artist name beatles channel play ramdom beatles song mix song similar artist like roll stone basic application fee experience throw second commercial every song pretty darn good free dont know limit number channel create least one best benefit pandora turn onto artist didnt know similar favorite channel save online connect account access device computer tablet net box smart phone etc without recreate youre music lover best free service internet	0.283705357	
18-Jan-13	like much since dont stereo right moment turn phone sound pretty good clean house hour good time jam pandora	0.41462585	
8-Jul-14	use ap fourth july holyday start okay get little slow could due holyday wasnt sure would really like give another try perhaps rat change iphone work well saw free kindle couldnt pas	0.1234375	
25-Dec-16	stream quality ok limit amount skip next song many commercial many much better alternative spotify iheart	0.333333333	
9-Dec-16	create numerous artist station love kill time play pandora fact absolutely free cant beat must party go ever	0.3	
10-Dec-14	wish fewer ad past pandora year ago seem like spend lot time try avoid tune pay much ad free sorry use cd something else instead pay ad free service	0.0125	
27-Sep-17	love could without	0.5	
24-Feb-13	mix yet turn play shack hour day horrible hour work even keep away pandora internet radio song pop thing never would own tet disappoint pandora radio cable use dont know need keep night long	-0.15	
24-Feb-14	love choose artist select different venue music separately mix together choose love hear current song oldie love download computer phone surface literally anywhere dislike cannot always skip song dont like many hour listen work minor inconvenience overall great site would recommend anyone	0.305555556	
28-Dec-12	pandora great medium outlet want listen variety music work online study class give outlet type music classical modern country old rock pop listen life type artist name radio station pop artist song addition song similar type music present love love	0.2625	
27-Dec-16	enjoy music station play favorite song pandora someday get monthly subscription	0.45	
26-Dec-16	use time room improvement sure nothing like free	0.45	
26-Apr-17	love app play grandson nap time	0.5	
15-May-17	use everyday	-0.2	
30-Dec-15	app soon much use play music im homework work put sleep get app add dont even notice quick free	0.311111111	
15-Apr-15	love pandora wish car radio neat choose song artist love hear spend alot time change channel regular radio thank pandora love listen phone tablet computer	0.375	
7-Feb-14	new music apps pandora still favorite love pick favorite artist channel pandora never let still use free version ad arent frequent long pandora always play good music accord choose channel dont skip often	0.348295455	
22-Sep-17	enjoy artist put point sound selection great	0.533333333	
31-Oct-17	great product smooth transaction	0.6	
11-Aug-17	great station many music choice	0.65	
1-Jan-17	use love pandora could listen kindle fire th generation suddenly cannot open app uninstalled reinstall couple time disable battery save function get message wait connection try listen phone kindle frustrate	0.166666667	
15-Aug-17	love music station	0.5	
27-Jul-17	go walk time week music make enjoyable	0.5	
12-Dec-12	really enjoy pandora radioi listen alot garage workin bikefree free include comercialsthats pay free without pay full servicei dont mind comercialseverything silence filler anywayit normal listen pleasurejust handywhen im road choose special collection cd listen thanx free	0.351020408	
31-Jul-17	enjoy listen great variety music pandora also help find new artist genre like	0.445454545	
8-Oct-17	wonderful find easy use pandora app kindle listen pandora station daily	0.477777778	
27-Aug-17	pay	0	
9-Jul-17	love pandora listen time love able add thumb song like remove later get tire hear also enjoy several reggae dancehall soca station play recent music	0.271428571	
14-Oct-14	disappoint advertisement come pandora music app ask pay per month keep advertisement dont think really like heart radio guess stick give try	0.2	
8-Sep-14	like alot start repetitious point loop know play next also suggestion word song song writer list year song creation would perfect complete pleez work	0.366666667	
7-Oct-15	love stream app algorithm let hear new music expand exlore different taste genre excellent interface smooth transition different platform great app music	0.405194805	
24-Mar-17	let go still brother good	0.7	
5-Aug-17	perfectt	0	
7-Apr-15	pandora great app u gadget download music load phone absolutely love put tablet next put artist genre music pandora play type music app must plus free	0.425	
1-Nov-17	im work put pandora favorite music michael mcdonald radio station play hour favorite song	0.5	
23-May-17	take need go every time musically speak	0	
29-Dec-14	use pandora free year love complaint lately advertisement become frequent station set long time song start repeat alot fix delete station make new one	0.069480519	
10-Dec-15	good great selection song notsogood algorithm dont quite get many song skip per hourget free version first	0.53	
2-Nov-15	hate stupid app try put email say stink log right reader beware bye app seriously dont bye app disappoint	-0.411904762	
14-Jan-14	love app listen music anywhere go comment song look lyricswithout go internet best create station thing keep rat star many add realise upgrade pandora one expensive would recommend app despise add right app	0.357142857	
23-Aug-17	say use pandora time say	0	
13-Nov-15	happy pandora kindlefire afraid would download new music program new music pandora already list favorite music im tickle pink	0.145454545	
8-Jul-17	like carry music around	0	
22-Dec-13	id like encourage everyone listen download program great listen program everyone enjoy choose kind music enjoy	0.55	
15-Sep-15	gabe commercial another language base zip code instead language choice find highly stereotypical borderline offensive pick english language live certain zip code los angeles county spanish commercial	-0.118668831	
16-Nov-15	pandora make gracenote look like chump change full spectrum broad beam music isnt bad either pulse pound music sure even wake mummy two lowest highest remark grade pandora zillion percent excellence award big thank boy girl pandora sincerely john adam rendon j r	0.11875	
8-Jan-17	pandora great listen music occasionally like radio play song youve thumb	0.4	
24-Mar-16	wish could listen song certain singer group etc otherwise put shuffle listen station whole day thank	0.207142857	
12-Oct-17	love	0.5	
1-Apr-12	contrary spotlight review mention ive nothing good experience pandora android app connection good tmobile g network usually buffer second song fully play ive experience hiccup app may depend network location signal strength interface userfriendly full size image songartists familiar bottom bar thumb thumb pause station next top right corner let read short description artist option look lyric part music good quality play pandora music headphone car speaker high low still distinct best definitely pass radio quality still solid option music stream	0.281706349	
24-Mar-17	love music	0.5	
29-Oct-15	like make channel rat use tv pc amazon echo thumb like thumb never play think great	0.8	
17-Nov-16	star nuff say	0	
25-Jul-17	use everyday	-0.2	
1-Jun-16	awesome simple apps great fun	0.525	
15-Nov-11	music lover love personalize radio work really nicely kindle access station make device toolike web browser phone	0.55	
5-Jul-17	great app	0.8	
10-Nov-16	great	0.8	
20-Sep-16	use pandora year recently add cell phone use car opinion absolutely wonderful ability kind music enjoy leisure listen time commercial become issue u opt noncommercial version	0.4	
17-Nov-11	one use apps android phone tablet provide stream music device app allow make channel base music preference necessarily let pick individual song free app ad show screen intrusive work well good wifi g service recommend cfh	0.06	
31-Jul-17	love able pick music pandora best	0.666666667	
16-Sep-17	love app replay song let app know song like easy look station	0.466666667	
4-Sep-17	regardless artist band variety superior turn radio	0.7	
27-Dec-13	touch one finger personal music station favorite genre music save song youve listen even purchase right amazon music hub awesome must music lover	0.446428571	
4-Oct-14	enjoy peaceful music trigger sleep enter jim brick man give channel piano music especially like sleep timer set hour music	0.216666667	
16-Jun-15	love pandora know push commercial free product free music playlist customize nothing complain also seem better job narrow youre like	0.266666667	
29-Oct-16	easy use wonderful catalog music	0.716666667	
16-Jan-13	love music comedy else ya go hear wonderful amaze peep like	0.75	
26-Aug-17	great listen music	0.8	
3-Aug-16	love pandora app device easy use helpful dont way enjoy music	0.444444444	
7-Oct-16	great music band remember s s many album lose many move year	0.6	
14-Aug-17	still get listen ad get rid themwhile im pay service	0	
22-Aug-17	excellent variety music select old new	0.412121212	
3-Jan-17	pandora great source music user friendly offer great variety music cost	0.658333333	
5-Apr-17	get work take year	0	
13-Aug-17	outstanding many commercial free	0.35	
26-Jun-17	love play music want hear without talk	0.5	
9-Apr-17	love pandora easy use rarely buffer ya know one pictues top tøp um yes stay street clique	0.433333333	
28-Oct-17	love app work well amazon platform	0.5	
9-Apr-13	pandora play wide variety enjoy listen plus song band never hear base genre select listen enjoyable pay subscriber since depend device listen little little commercial interruption like see pandora offer music video well without subscription	-0.053571429	
22-Dec-13	like app pandora lately give lot commercial sometimes listen music start get interruption lag wifi since problem free app music good	0.2	
13-Nov-15	completely understand name come download much music hear app pandora box elusive rabbit hole combine wife love	0.266666667	
3-Jul-13	great app take one star away ad always get way soon touch screen bam there another one cover whole page get annoy pay like month ad ridiculous yeah app better tablet phone huge screen doesnt cover whole screenbut otherwise awesome doesnt really lag unless bad daygalaxy express i	0.251851852	
16-Jan-12	overall nice way play pandora radio mobile device thing like read browse web review people know enjoy pandora radio web already already dont like pandora whatever reason youre go like app obviously previously give star lack certain feature like ability edit shuffle use bummer log pandora web change quickmix station list especially consider prefer device pandora kindle fire would redirect app would try use pandoracom silk browser recent update add miss functionality nice featureswhich seem make hang get fix pandora app everything want earn two star way go time	0.205952381	
10-Jun-16	pandora subscriber since oh free app guess phone haha yet use puter use daily fact right	0.221428571	
28-Jul-17	great music cost	0.8	
20-Jan-12	trouble change stationon kiele fire try go home botton hit botton middle line one look like list give option play around find change station hit back botton yes advertisement play song way pandora free advertisement last second leave kindle fire night pandora play die leave play hit power bottom screen turn music still play let save battery power pandora good bad depeneds really want pay best servise want free music choice kendle fire maybe bad want best sure buy	0.185714286	
28-Dec-16	choice music unlimited easy listen computer tablet internet medium	0.433333333	
23-Jan-14	work since local radio country like smooth jazz like wave la anymore miss certain thing help fill gap	0.204761905	
29-Aug-12	great application make already use pandora radio perfectly integrate online system already setup plug online browser application work great problem youll find use free version pandora advertisement frequently pop large portion screen hard close easy open cannot alter much information particular radio station music come artist song eg edit possible get scroll list previously play music view one listen moment possible fix make application even better qualm application good nonetheless	0.303497024	
12-Aug-14	app use good lately pretty annoy run background eat data plan ehrn think shut play song row phone listen yo station pc different better song play dont mind commercial cant get shut close app wo need force close might let go	0.29	
11-Aug-17	love listen music like	0.5	
26-Oct-17	great music choice	0.8	
26-Apr-14	pandora great use personally enjoy music like also professionally allow fingertip music taste visit client enjoy favorite music click choice refer thank pandora	0.44	
29-Jan-15	love pandora keep entertain garden work yard pause dance	0.5	
18-Nov-16	music finger love	0.5	
24-May-17	adore pandorai cant wait try limit stream service avoid commercial	0	
18-Sep-17	wouldnt accept time	0	
10-May-17	love use time thank best ever thing dont like commercial	0.5	
29-Aug-15	amaze selection music available cost truly happy niece get start pandora future sure lot happier music surround like turn speaker let flow throughout home thank pandora lord bless	0.425	
19-Jul-17	ok long listen music listen ke	0.225	
14-Mar-15	music fit whatever mood im put one favorite artist many selection come fit style well time artist ive choose really like commercial quick minimal hard believe free	0.234166667	
24-Jun-17	type music love	0.5	
4-Aug-17	love pandora music	0.5	
22-Jul-17	work ok free stream tmoble	0.45	
26-Aug-17	much time buffer	0.2	
27-Mar-17	awesome	1	
27-Jul-17	great except multiroom audio system try play two different station pandora allow one account	0.4	
26-Jun-17	nice radio frequent ad	0.35	
24-Jul-16	love pandora radio station set avenge sevenfold fdp disturb alter bridge loose listen music	0.211538462	
6-Jan-13	previously download pandora computer find music selection far superior another free internet source upgrade pandoraone take advantage higher fidelity eliminate ad find could get pandora download kindle fire hd jump chance free app amazon two source quality music fix desktop computer mobile fire tablet	0.280555556	
2-Jan-13	love app kindle give opportunity listen gospel music worship god ive get hand busy tend listen classical music headphone read bible book use kindle tool better like fact pandora online radio station customize channel load computer lot memory	0.275	
30-Jul-17	love pandoraeven great granddaughter love ask questionslove music option	0.6	
29-Jul-17	easy use app	0.433333333	
17-Jul-17	love way stream whatever music like	0.5	
18-Jul-17	great music selection	0.8	
7-Jul-17	describe	0	
20-Apr-17	love	0.5	
3-May-17	absolutely love pandora allow hear want hear want hear without commercial interruption	0.25	
3-Nov-17	goldie oldie	0	
1-Aug-17	prefer google play music way le commercialsbut change pace like keep track thumb song make custom stationi pay amazon prime music use often	0	
30-Jan-15	free music portion great app little glitch app isnt quite quality competitor need offer choice music rather suggest music music similar nature request spotify choose spotify still app worth get	0.2625	
18-Oct-17	device	0	
14-Jul-17	great app music	0.8	
22-Jul-17	easy load fun listen	0.366666667	
23-Jan-16	great radio alternative like choose type music enjoy commercial however turn one bite keep listen submit day followup review complete initial exposure type medium	0.26	
15-May-17	love	0.5	
26-Sep-17	use time	0	
17-Apr-16	regardless headphone work regardless internet music cut skip random although ad work fine however selection music nice vary	0.172222222	
23-Apr-17	love	0.5	
20-Jul-17	love app	0.5	
24-Jul-17	love music	0.5	
16-Dec-14	good time doesnt put song like right song awesome star think pretty good get mad go youtube play self turn shut without put password like say good feature thank read interview	0.430102041	
3-Mar-16	would give better review pandora music get interrupt someone greed charge free ad truly station allow ad like please let without otherwise great concept	0.566666667	
1-Sep-17	work well	0	
17-Oct-14	awesome radio station free load really smoothly kindle love u readplay apps etc listen music know u cant exactly choose song u want listen help discover music might like u also skip song u dont like one play	0.51	
6-Aug-14	love pandora listen never experience listen station send different kind music lift spirit day long choice make create station never listen radio anymore cd best invention ever	0.41	
10-Jun-13	finally listen kind music really like use free app put commercial thats big deal negative could dont right set play hour shut manually restart recommend pandora friend	0.148214286	
27-May-13	like pandora moment download fell love discover pay version commercial free radio appsnone offer selection genre artist pandora one examplego iheart radio put boy george nothing wi h pandora get culture club radiothe small yearly fee worth commericials best possible selection	0.278571429	
18-Aug-15	use app year always love reason app work past week song attempt load commercial come cant get music play whats issue	0.083333333	
2-Mar-16	doesnt play turk caicos island suck	0	
30-Nov-16	pandora apparently senior easy readable word navigate struggle new set many time function difficult navigate try delete station station see mean	0.051199495	
25-May-13	opinion app different would listen web laptop receive message listen say approach hour month limit mobile device think thats unrealistic limit give people there nothing think would put info people aware since	-0.083333333	
5-Feb-16	get thumb thumb till dial dial great even free version	0.6	
10-Feb-13	anytime listen music im something fabulous choice phone kindle computer speaker work app take music room room mess turn phone turn phone make life much simpler	0.141666667	
13-Aug-17	love pandora	0.5	
7-Aug-17	great free music app	0.6	
31-Jul-17	okay get task music ask	0.5	
3-May-17	app work well like android tablet ipad air	0	
29-Nov-15	use app daily love wish option shelve track handier	0.25	
13-Jun-14	instal phone could use conjunction new radio instal truck wow great music service consider cancel xm radio subscription	0.345454545	
11-Aug-17	much enjoy dino piano music radioseveral artist also play christian music	0.2	
18-Apr-15	love pandora like better music download combine favorite station listen day long without repititions	0.3625	
30-Dec-14	give two best android app rarely ever work right often get popup say pandora cant find music try change channel every single channel even let pandora choose one web recently become totally unusable play ad music nonstop stupid ad health insurance company might time kiss one goodbye look like pandora get greedy	0.102040816	
28-Jul-17	best	1	
8-Nov-17	thank	0	
13-Jun-17	love service	0.5	
28-Apr-17	kind music want	0.6	
7-Nov-17	love thisbest relaxation music	0.5	
5-Sep-17	find music love pandora also add artist didnt think choose app user friendly	0.4375	
8-Nov-17	great	0.8	
6-Nov-17	great	0.8	
24-Aug-17	great	0.8	
3-Nov-17	good	0.7	
15-Aug-17	great	0.8	
30-Dec-13	love pandora app first get completely free ad ad frequent fine establish many station enjoy immensely one day open app say update available touch update choice mistake tell pandora allow limit amount listen hour amount hour upset totally disable depend pandora day hard lay nothing day pandora could change genre throughout day mood change youve ever endure day silence one converse may glimpse idea unnerve music always big part life ever find solace music occupy mind distract reality life change everyone hear power music true lift upit calm entertain help hour pas quicker choose genre help meditate need disconnect hour nothing usually awake long day update instal say reach maximum month wait week listen write see could help dont disposable income upgrade offer hourswell thats extra day wait able listen free notice frequent ad take time ask hour use listener month bet everyone us free allotment perhaps could draw help provide time need response update message deceitful ploy force pay something join free often wonder hadnt update maybe would still listen free listen music apps choose musicmake play list etc completely free also since learn certain type apps include one need run start allow monitor everything personal informationsaved password whatever gain access even worse share info station clarity pandora continue use truly free veil trap originally would give pandora star rat remove star deceitful star put limit app free unlimited never mention app purchase guise update post remove star increase frequency ad limit attachedreducing actual music time remove star lack interest work solution would allow someone grow depend product literally get day way life could never understand dont wish anyone never ask hand ask people dont use max happen time instead say hadnt consider would check would even explore solution quickly say would add hour do discussion close quickly drop listener year remove star disrespect customer evidently need help pandora end worth star time listener think wonderful provide service freealthough hadnt know secretly monitor network usage gather information shame couldnt work always fish sea	0.221867168	
27-Dec-16	use pandora couple time lately enjoy music lot easy use good selection pandora add music pleasure good way	0.558333333	
18-Jul-17	great option listen song like	0.8	
28-Jul-17	love	0.5	
25-Mar-14	lovely favorite old school concert pianist lovely vintage record turn nice surprise course scarlatti write enough piece keep anyone happy long time interrupt loud commercial free cannot complain want could purchase avoid ad	0.313636364	
30-Jul-17	use every day	0	
29-Jul-17	love one	0.5	
8-Nov-17	greeat	0	
23-Aug-17	pandora many year really satisfy selection love christmas time choice	0.4	
27-Aug-17	great	0.8	
15-Sep-17	wonderful source favorite music	0.75	
5-Jan-17	unable download compatible device	-0.5	
7-Apr-13	like pandora song veriety star song show radio station song force skip skip run horrible song come go another station listen another station deal read review pandora song complete one song occur im mostly take song issue complete song pandora stop pick nose fix problem could keep listen give guy positive review simple think would happy delete start listen slacker etc	0.103896104	
4-Oct-17	music want hear	0	
21-Aug-17	good	0.7	
11-Nov-16	would give pandora star keep update new music artist never hear introduce new sound probably wouldnt hear	0.224242424	
12-Jul-17	love music get music free music	0.45	
15-Aug-17	love pandora able hear old new song	0.309090909	
17-Nov-16	love	0.5	
16-May-14	really like pandora app phone listen different station without traditional home car radio like take anywhere also like go station find song like want hear dont like current song back go another station	0.04	
15-Jul-17	great quality sound	0.6	
20-Jul-17	like	0	
7-Aug-17	love	0.5	
6-Aug-17	love selection music available introduce lot artist hear really like	0.366666667	
20-Jul-17	ok	0.5	
31-Jan-17	really like pandora lot get customize station skip song dont like save one best commercial	0.4	
23-Jan-17	depend station listen sometimes song repetitive enjoy pandora listen year continue	0.075	
30-May-17	love able listen music like want	0.5	
4-May-15	fantastic app bigger choice various music style artist anyone could hope especially anyone like hear song different tune vocalist dont yell scream available pandora plus endless list instrumental music favorite	0.146875	
14-Nov-16	favorite music	0.5	
15-May-17	good great selection	0.75	
20-Oct-17	simply love pandora great selection	0.65	
9-Jul-17	love	0.5	
12-Aug-17	app best oh also madeline go maddie app play sad happy romantic calm inspire song u dont bye app youll regret must	0.32	
4-Dec-12	okay new pandora first get app figure put five minute user interface really easy use since update day write review serious incline ton feature music variety smoother connection case higher quality sound one best music apps around dont listen hatred review outdated bias seriously dont hesitate free nothing unlimable even add bearable way skip g dont like without waste skip get regret would buy five dollar thats good amazingnessssssss	0.215617716	
18-Jul-17	love	0.5	
28-Jul-13	app amaze adaptation web base pandora simple set use play lot good song problem come log one night charge kindle drain battery quickly wont charge even music actually play couldnt log next day click icon title screen come wont load pas stage try delete download app nothing fix hope im one problem really great thing want warn next person get problem might happen	0.129166667	
28-Jun-16	love pandora listen time recently opportunity compare satellite radio prefer pandora hand	0.25	
12-May-17	love easy use enjoy song thank	0.444444444	
6-Mar-14	thank makimg pandora still help alot thing idea think try ok could special come week come back month later week special station call bookmark station listen bookmark order listen bookmark hope sound interest hope maybw try dont lile dont keep thank listener	0.269047619	
12-Aug-17	way much fun th	0.3	
26-Jul-16	use pandora year easy use great list kind music want listen free k	0.558333333	
31-Aug-17	free	0.4	
2-Sep-16	thumb uplike use app want relax listen hill song	0	
6-Aug-17	good music	0.7	
18-Jul-17	ok	0.5	
21-Jan-13	get free version decide upgrade pandora one commercial eventually get couldnt take anymore enough really enjoy make station listen music would play much link buy music make simple expand collection like able insert comment read others think song artist get app mom ipad doesnt half flexibility one kindle even get pandora one think would add usefulness didnt complaint three rat song like thumb dislike thumb neutral nothing wish really really really get idea like song	0.123333333	
25-Jul-17	truly enjoy pandora music depend mood listen whatever type music want	0.4	
3-Sep-16	love pandora year always use office computer never think download kindle get email offer love	0.5	
5-Jul-17	fair	0.7	
26-Jun-13	thoroughly enjoy pandora month sudden couldnt access seem like constantly scan mode daytime hour return message station back minute night access doesnt help work day could access regularly would give star cause love concept	0.15	
29-Apr-17	love pandora	0.5	
16-Jun-17	ive use pandora year like whole idea wish didnt pay order enjoy perk	0.3	
24-May-16	love selection song chris stapleton radio shuffle play great get hear music familiar also expose new artist wouldnt otherwise hear love listen pandora	0.462272727	
2-Aug-17	love pandora excellent	0.75	
26-Aug-17	music want	0	
18-Apr-15	try find app let listen music free theperfect app listen music free put singer listen song like thesong dont need anything listen music free haft download app come try free	0.4	
4-Feb-16	great work rarely play stop fire lock wont even play button doesnt respond however advertiser please ad play	0.55	
27-Jun-17		0	
21-Aug-17	really like like go back time hear music youth	0.1	
9-Nov-17	great	0.8	
21-Oct-17	get pandora fade song point song put commercial upgrade pandora rest local area company area company every min get hear commercial booooo pandora commercial screen fine free music option let honest pandora show fail delete dismiss	0.114583333	
30-Jun-17	always go	0	
22-Jun-16	wonderful flexibility make personal station easy application shuffle	0.477777778	
17-Sep-16	good collection song dont pay extra like format present song might find similar naturei learn might even purchase title hadnt aware	0.19	
15-May-17	great way listen music like	0.8	
15-Oct-17	music love	0.5	
6-Jan-16	unaware even start weeklong trial month later notice card charge monthly yet hadnt use pandora time period reach pandora tell wouldnt refund charge term condition leave pretty bad taste mouth go use pandora use soundcloud instead	-0.1125	
6-Sep-17	absolute best app music play personal pick home wireless speaker car music nirvana	0.4	
24-Jan-14	absolutely love pandora listen time change music ever im mood	0.5	
7-Aug-15	update ruin app every station tell weve run music station please try different stationwhich repeat really disappoint really like app use time	0.133333333	
12-Jul-12	pandora work wonderfully awhile constantly hear song thumb decide thumb skip within half hour hear song thumb song suppose never show back also seem limit amount thumb song biggest complaint app sign free trial pandora one without permission wasnt go use free trial commercial thing pandora one get rid really start annoy app slow phone motorola defy drain battery kindle fire listen music go sleep block noise use earbuds truly choice	0.123333333	
1-Nov-17	pandora greatest invention century love connect new music artist listen home	0.545454545	
28-Sep-17	version pandora better android phone pandora app	0.5	
21-Jul-17	really use	0.2	
18-Jul-17	absolutely love	0.5	
27-Feb-16	way many ad like row without music lot song sound nothing like relate station theyre im sure select overall prefer youtube	0.35	
22-Jun-17	please	0	
22-Dec-13	love easy use selection many different sample song listen buy actual song cd	0.286666667	
1-May-16	love able listen music like	0.5	
10-Oct-17	love app play background listen music internet	0.5	
20-Jul-17	pay ad free still get ad	0.4	
3-Jan-14	doesnt love free music know commercial dont even bother problem sometimes want listen certian artist artist similar	0.225	
2-Apr-17	whats like	0	
12-Sep-17	nearly right choice tune select channel make ala listen echo there way say thumb get song channel right fun personal channel wishbone ash king crimson	0.217857143	
3-Oct-17	enjoy music	0.4	
28-Jan-14	love pandora appreciate commercial overthetop dj spout thing nobody want hear pandora music station every possible mood slipknot sting yoga radio versatile ability create station band song genre like option thumb dont want particular song part listen experience variety fantastic	0.213333333	
5-Sep-16	like able listen music want hear	0.5	
9-Aug-17	great	0.8	
3-Feb-17	pandora fabulous selection music gear towards taste moment via station create new tune frequently add mix	0.212121212	
3-Aug-17	love pandora	0.5	
28-Apr-12	pay account pandora desktop computer one year dont like blast second ad put free account delight learn could put pandora iphone app free cant beat price iphone everywhere definitely cannot say desktop app use pandora far ever pandora like set many different channel pandora play constant stream similar type music within give channel also change channel anytime like often play channel rouse music first thing morning wake channel soothe music prepare bed	0.165	
26-Oct-16	nothng great	0.8	
13-Jul-17	luv pandora	0	
5-Apr-13	many comercials like fact put beattles get station s musicwhats like best music erra last yr advertisement put understand werent wouldnt get farout station yr old grandson love pandora	0.42	
29-Dec-14	simply best make station comedy oldie cheaper satellite radio endless commercial	0.291666667	
4-Apr-16	love	0.5	
16-Apr-17	wont let	0	
9-Sep-13	really really think sign permanent commercial one simply love switch back songza stop service day listen cut short guess listen much without sign think discontinue pandora thank pandora sign commercialfree listen soon	0.15	
11-Mar-15	format allow listen music favorite record star without interruption cant really comment pandora without say find much better youtube employ irritate practice divide album section section one press play dont play entirety	0.4	
7-Jan-17	pandora enjoyable select friend tell ian tyson radio find great add several station	0.433333333	
13-Apr-17	work amazingly guess thats call amazon bad joke lol	0.233333333	
14-Oct-13	app perfect dont lot tune store device want listen something dont great way discover new music base already enjoy suggestion make sense im happy avid music listener tend get bore easily pandora help find new favorite artist discover old one ive never hear great app	0.379671717	
10-Mar-16	like able create station shuffle learn lot artist wouldnt know way wish could select specific song doesnt seem artist search	0.25	
29-May-17	enjoy music quit play apparent reason ad start change web page	0.225	
8-Sep-17	great thank	0.8	
28-Oct-16	cant get blackberry anymore im sad yes older phone dont hate like app lately play many song might learn use sleep function app good guess might like	-0.038888889	
11-Oct-16	love good music background read study work project app fill need admirably	0.6	
28-Oct-17	wish could replay song like app limitation compare online music service	0	
26-Jan-17	play one song time unlock phone open app get next song play annoy	0	
4-Nov-17	love love pandora	0.5	
20-May-17	thank u	0	
24-Jan-17	absolutely love pandora listen clean house exercise especially work yard gospel music best	0.466666667	
18-Aug-17	love	0.5	
28-Apr-17	listen year love	0.5	
18-Jul-17	great selection music listen various genre pandora disappoint	0.4	
5-Jul-17	great ahshsnz zgsbss vshs svauwn hwhwgs tab wwyw why w wvyw wywvw av w wbwhw w	0.8	
23-May-17	love listen pandora	0.5	
24-Mar-13	sure permission change latest update never notice pandora need access personal info ability send email without knowledge like whole play two song ad two set even radio im think time go back mp player download music ad permission tune	0.24	
9-Nov-16	almost unlimited choice song	0	
21-Aug-17	enjoy listen favorite music work thank yoy	0.45	
23-Apr-14	conventional radio station respond personal preference pandora cool seriously still learn use app music junkie first ipod headphone thing app android great many choice	0.203401361	
11-Oct-15	really enjoy pandora selection outstanding weekend enjoy listen jazzmasters simply best selection great weekend jazz baby	0.62	
14-Feb-14	say apple radio better pandora really hate use pandora anymore ad want hear many ad would listen local radio station visual ad one thing audio one annoy advise everyone delete pandora sake music listen hour	0.04	
21-Jun-16	love listen music	0.5	
7-Sep-17	love love love	0.5	
20-Apr-14	love pandora app work great feature love tablet work like charm think artist music chance	0.6	
6-Aug-17	love choice	0.5	
6-Nov-13	find pandora recently first love even pay fee get enhance service without commercial longer stretch music maybe start listen often work start notice pandora regularly cut song theyre first think chop second end today cut four minute song play second ive really notice try use shuffle feature seem lot worse first find pandora think awesome whole point listen song like service cut song like youre right middle listen become highly irritate end great idea cant recommend certainly money people want listen free well get pay	0.228333333	
4-Jul-17	best musician	1	
18-Feb-16	thank	0	
15-Jan-17	play music like listen want create station like thank pandora	0	
20-Feb-15	love app music sound great easy use would highly recommend app	0.458666667	
7-Jun-13	best music app far radio consider little add listen anything like let say like queen beatles insane clown posse type name band listen band band like band type listen icp expect hear boondox twiztid cypress hill much another instant listen beatles expect get beach boy byrd dave clarck many s band last example queen queen station expect hear boston adam ant electric light orchestra great s band	0.18125	
21-Jul-17	pandora great tend repeat song would nice opportunity go select song	0.7	
25-Apr-17	love good even think listen ad great every artist want even dont like	0.666666667	
4-Nov-14	love pandora sedentary job allow listen pandora help get day music enjoy	0.45	
28-Aug-15	zero could write dont seem take account like dont like also song list certain subset population others example dinner lady song male version ceo liberal new york time board doubt affect judgement stay away go songza another site	0.116883117	
28-Jul-17	love pandora listen pretty much every day awesome definitely give listen	0.39	
7-Nov-16	love game relax	0.05	
12-Apr-16	ever since last update app get stick load please wait screen wont play music ive contact pandora customer support wait hear back update pandora support help figure hint hard reboot worth dozen soft reset reset factory default	0.021666667	
30-Aug-17	love pandora	0.5	
19-Apr-17	whats go pandora upgrade button im do listen phone	0	
27-Jun-17	nice	0.6	
21-Feb-15	okay dont play enough rate honestly thing like pandora want hear song want hear itnot list song hear song request first place l cannon augusta ga	0.3375	
5-Oct-13	unable download completely tablet show download would open keep show app open update usererror son educate app work fine enjoyable	0.086111111	
4-Sep-16	enjoyable like able select music love many artist select thank pandora	0.5	
21-Jul-17	pay listen music control whats next least lyric	-0.016666667	
1-Mar-15	also friendly open way tell doesnt work country	0.1875	
14-May-17		0	
14-Feb-13	experience pandora actually quite nice first use mobile app take little bite time learn signup setup account bite annoy however experience great technology behind pandora really predict really great music really love could discover new track fact even though service feature thus far pandora help discover music app feel solid nothing brilliant want play music modern look slight bug doesnt really matter great service must try app	0.278364528	
1-Nov-14	pandora great concept look easy use download open quickly nokia phone pandora work get pandora logo message state trouble play next selection low rat lack diagnostics app cant rate app cant get	0.195238095	
