"date","review"
"May 7, 2016","Seems ok."
"October 10, 2015","Love the playlists One for every mood and activity"
"September 3, 2015","Great to hear exactly what I want to hear. Use it often at work"
"October 7, 2015","Prime just gets better and better. I love their play lists!"
"May 7, 2016","excellent"
"June 30, 2015","Love this company, I can find anything I need for a good price in just 2 days"
"December 26, 2015","Many albums are free. So many choices."
"April 26, 2015","A good collection of genres; listening to a variety of music styles is easy and enjoyable."
"January 4, 2015","Love the fact that I have everything at hand. My movies, my shopping, my music. What can be better than that!!!"
"June 30, 2015","I was impressed with Amazon Prime Music app, much more music than I expected."
"April 19, 2016","It's awesome!"
"October 28, 2015","everything was great, it was timely and reasonable."
"January 31, 2016","Great access to great music 🎶"
"July 9, 2015","I didnt gave it for long or get to listen to music but the variety was good"
"January 29, 2015","I really do love this music app but it can be a little confusing to use and not all the music is free....."
"July 18, 2015","Love the prices. I'd like a few more titles. Maybe I didnt see them all."
"February 13, 2016","Great music great selection"
"June 26, 2014","Enjoy some wonderful song from past and present and you can't beat the price. I was able to pick up some old albums for a song. Thanks again Amazon!"
"May 11, 2016","enjoy it"
"July 18, 2015","Love that I can listen to my choice of music anywhere I have my computer!"
"March 29, 2016","Blows iTunes away"
"October 23, 2015","I can't figure out how to put my songs on my device."
"March 6, 2016","Many different choices"
"May 15, 2016","awesome"
"May 10, 2016","Love it!"
"June 15, 2014","Great addition by amazon, but still cumbersome to navigate and search. No artist search and no filters make it harder to find what you ate looking for"
"April 27, 2016","I like this"
"December 2, 2015","Love goi g everywhere with my music library"
"December 2, 2015","Pretty good so far but haven't used it long"
"May 1, 2016","love prime"
"January 25, 2016","Easy to use, lots of selections"
"May 14, 2016","Love it"
"January 24, 2016","Good quality and user friendly!"
"May 18, 2015","Excelent source to get diverse genres. Playlists. Available anywere. Very convenient"
"April 30, 2016","It is cool"
"February 20, 2016","Great selection of tunes."
"June 27, 2015","It seems to find whatever music I'm looking for. Haven't really used it much."
"January 19, 2016","I was unable to find most songs."
"November 3, 2015","Great perk for prime.. Pleasantly surprised!"
"July 14, 2014","Even though it is not a extensive listing of music, its a bonus if you already have a Prime account. So all and all it is a great bonus to have."
"May 26, 2016","Good"
"December 31, 2012","I tried to download this because none of the MP3's I've bought from Amazon will play on any of the players I have on my android tablet but I can't get this thing installed either - waste of time and/or money to buy the player and the music"
"November 21, 2015","Just learning how to use it seems pretty good"
"January 23, 2016","Love the station selections...."
"November 7, 2015","Small and terrible selection of available music."
"May 12, 2016","AWESOME"
"January 27, 2016","Great concept, limited catalog"
"April 28, 2016","awesome cd"
"July 10, 2015","Good selection and variety, but long gap between songs is really annoying."
"January 13, 2016","Great with my iTunes on my iPhone"
"May 16, 2015","great way to listen to new or artists unfamiliar to me.. playlists are great for work"
"February 27, 2016","Don't seen that exiting"
"May 6, 2015","There os alot of music but it cuts out once and a while but it could just be my service"
"April 28, 2016","Love it!!!"
"July 9, 2015","I love prime music, especially the wide section of old school rap and r&b."
"September 30, 2015","Not yet perfect but great asset with my prime membership"
"March 29, 2016","Its's no spotify"
"May 11, 2016","LOVE IT"
"July 4, 2015","Excellent, enables.sampling of many different genre before purchasing."
"February 4, 2016","It awesome but freezes a lot"
"February 20, 2015","Works well for what it is...need to explore more of it's capabilities to give it a justified rating..."
"July 18, 2015","I really like this cool free app. It plays my songs nicely. Easy to use."
"September 28, 2014","I have picked all of these songs from suggestions that im assuming are put in a ay list..but have never been able to play them .."
"July 1, 2014","Amazon continues to provide quality entertainment with Prime Music. I good selection of music across a variety of genres. Easy to setup and use."
"February 26, 2016","He keeps it constant..."
"October 27, 2015","Great music choices. Wish it had a resume feature."
"December 29, 2015","Great product, I would buy it again."
"May 10, 2016","Love it"
"December 11, 2015","Every song I want, You have to purchase."
"March 6, 2016","Love the Amazon Music"
"September 7, 2013","I don't use it to its full potential but I prefer the interface to the music player native to my phone. I do sometimes get lost and have to back out of individual screens but overall decent app."
"August 23, 2015","Still working at building my music library but like the concept."
"April 22, 2016","SUPER VALUE"
"June 13, 2014","Not able to use desktop for music at work, so having amazon music on my phone make my day. I'm able to pick songs I want to hear. Thank you amazon!"
"April 30, 2016","As posted"
"May 31, 2016","👍"
"May 9, 2016","Perfect"
"February 16, 2016","So happy to have this app"
"June 27, 2015","Thank you for a music service that can grow with your listening experience.."
"May 4, 2016","Excelent"
"April 25, 2016","I love it."
"December 5, 2015","Prime Music registering, yes... let's talk about that. I have a number of devices in my home. Roku, Macbook, Laptop, maybe 3 android phones. I like to update software on my device, and sometimes that process requires that I uninstall and reinstall applications... imagine my surprise when suddenly I find I am locked out of my Amazon digital music because my I am only allowed to install 10 Amazon Music registrations, and instead of automatically removing unused registrations, I suddenly have none. So nice to be offered a service that I am unable to use because I wasn't paying attention."
"February 29, 2016","Get lots of free music"
"May 7, 2015","Lose the signal quite often. Not too user friendly trying to find my favorite artists"
"April 24, 2016","Plays well"
"September 17, 2015","Great selection of free streaming music for Prime Members."
"April 19, 2016","Easy to use"
"April 19, 2016","Great app!!"
"February 9, 2016","Balances will with netflix"
"September 26, 2015","Great app and service. Only add more albums and artists."
"February 25, 2015","I didn't even realize this came with my Prime membership. Lots of songs I really like. Very pleased."
"March 2, 2016","Love it! Works great."
"December 9, 2014","Just started using this feature of my Prime account and it is very nice. Free music to download or just listen to."
"July 9, 2015","I freaking love Amazon Prime and Amazon makes my busy life so much easier"
"September 7, 2015","Needs more music, smart stations, longer/infinate playlists."
"December 3, 2015","Great app and love the music selections!!"
"June 15, 2014","Great app I didn't realize how much you can enjoy by been a amazon prime member! I have another reason now to pay my membership again next month :)"
"June 3, 2015","Freezes, never plays, crashes my tablet. Running Android 4.2. Very disappointed."
"September 25, 2015","Apps inside of apps on Android causes crappy experience."
"May 29, 2015","Great opportunity to listen to the newest songs from all the current top artists."
"January 21, 2016","Just like the headline said..."
"May 1, 2016","Love it!"
"May 14, 2016","Great"
"May 5, 2016","Love it"
"March 18, 2016","I Love free Music"
"June 9, 2012","It's simple and easy to navigate. No complaints at this time. I do wish that there were a few more options such as being able to download the song from the cloud drive directly to the phone. It'd sure be nice if it also had an mp3 song search and download as well. :-)"
"June 28, 2014","This app plays songs well. Unfortunately it is a memory hog that stays on in the background and has to be force closed to shut down. Deleting it."
"October 7, 2015","I enjoy the variety of music and the ease of using it"
"May 4, 2016","Love it"
"February 24, 2016","I love this music app!"
"March 13, 2016","i forget i have it"
"November 3, 2015","can't get the app to work on my OnePlus2 phone."
"December 26, 2014","I absolutely love prime music! Great playlists! Very impressed with Amazon. I recommend prime and prime music."
"June 15, 2015","Good services the thing is that is not works in mexico with all the functions"
"April 22, 2015","Nicely done. I have enjoyed using this app on my Moto E on the Republic Wireless network"
"April 29, 2016","It's OK."
"August 21, 2015","Very user friendly. Awsome layout. Thousands of awsome albums."
"March 8, 2016","Easy and enjoyable."
"February 19, 2016","Enjoying it a whole lot"
"April 29, 2016","Love it!"
"April 20, 2016","Love it!!!"
"July 19, 2015","I love being able to get my music like this . Old country is the best."
"May 1, 2015","Love this app! I especially like that the lyrics come with the song ! That is the best"
"February 27, 2016","Great choice of music"
"June 16, 2014","I downloaded the amazon appstore to get this on my phone and it never showed up in the cloud. Feels like amazon owes me 10 minutes of my life back"
"November 6, 2015","Free MUSIC! I can't down anything thats free!"
"February 27, 2016","Freaking awesomeness!"
"September 8, 2014","With Prime membership, you've got almost unlimited access to music of every kind. It's AppleTV and Time-Warner cable with me 24/7."
"August 20, 2015","awesome! loved it on my desktop, now i love it on my phone too!"
"May 25, 2015","I cannot find my song, now I'm use free music app easy to find and free download."
"July 18, 2015","Great service love the free music and streams with Prime it is a must!"
"June 15, 2014","Tried it because of Prime Music, should have more Prime Music special options. Take some time getting used to, could have been more intuitive,"
"February 4, 2016","Easy to use. Lots of music"
"November 18, 2014","It would be 5 but it keeps dropping songs right in the middle of playing them, otherwise I've had no problem with it."
"April 10, 2015","totally incredible... does not work with fire. I'm I'm I'm I'm just flat out speechless.."
"December 16, 2015","A great feature for my Prime account."
"October 27, 2015","Don't really care for it much and rarely use it."
"September 12, 2014","this prime music is excellent. I listen all day long dancing and singing with the music. That of cause is my exercise for the day."
"March 6, 2016","Great place to shop"
"June 8, 2015","Pretty good, just wish they had more new music, but very good other than that."
"May 6, 2016","Great!"
"April 22, 2016","Great app"
"January 12, 2016","great product at a great price!"
"April 22, 2016","Excellent"
"May 14, 2016","Nice"
"January 25, 2016","Still getting to understand."
"January 25, 2016","It is a great option and fun"
"November 23, 2015","Just great.no adds just music. Great value"
"May 1, 2016","Awesome"
"August 9, 2015","I haven't tried this music app yet. But they asked for my opinion"
"February 16, 2016","I think amazon is great"
"November 13, 2015","Get lots of songs ,but for me most cost more"
"February 2, 2016","Better selection then most"
"May 18, 2016","Fab"
"June 26, 2015","Can't get it to upload my music to allow me to listen to my music on Echo."
"February 20, 2016","Happy with everything."
"December 1, 2014","I really enjoy this app. Lots of music to listen to. Especially the prime music that's free. Amazon has done well!"
"November 8, 2015","Love my prime. EASY TO USE AND MUCH TO ENJOY."
"October 7, 2015","Such a vast collection of good music! Thanks Amazon."
"December 19, 2015","Thks for this really y fantastic app"
"September 10, 2014","Doesn't download to phone, frequently has glitches, and songs that are prime are removed at any time. So here today gone tomorrow."
"January 1, 2016","Has all the music you can ask for"
"January 19, 2016","I love the selection. Thanks"
"September 14, 2015","I love it and enjoying all the different artist and music"
"January 1, 2016","I use Amazon prime music so much."
"August 31, 2015","Difficult to control (will not shut down). No longer use it."
"August 19, 2012","This app will not open on my Samsung Note. I received an error message that my keyboard settings need to be in English to purchase! My keyboard settings ARE in English. I can't access my purchases in Amazon. Why is there a keyboard language check anyway!?"
"August 12, 2015","Great product, just wish it let me download the song to my phone"
"March 14, 2015","Great way to listen to music from a tablet or computer. Just one more benefit of Amazon Prime.."
"January 28, 2016","Love the selection of song."
"May 12, 2015","Wow, way worth the price of prime. Movies, music and shipping. you can't go wrong."
"June 27, 2014","Amazon makes listening to my music efforetless. All I do is turn on my phone, push one button, and I can listen to all my music whenever I want."
"October 15, 2015","Great seevice! I really like the offline features."
"April 22, 2015","Can't get it to work on my Android device and there is NO technical support from Amazon"
"February 1, 2016","I enjoy listening at work!"
"January 23, 2016","Great list of music for all."
"April 27, 2015","Amazing app that changed my life!! I love being able to access so much music for free!"
"November 16, 2015","Great way to get access to music.very easy."
"May 3, 2016","Greeat"
"February 28, 2016","Great music service"
"October 15, 2015","awesome, individual songs and albums to listen too"
"April 24, 2016","Love it!"
"April 19, 2016","love this"
"March 25, 2016","love love love"
"January 31, 2016","Igual really like this App"
"February 9, 2016","A lots of music, I loved"
"March 16, 2016","Love this album."
"December 3, 2015","Get what you asked for most of the time"
"September 12, 2015","I love having my music wherever I go! Love the app world!"
"March 29, 2016","Excellent app"
"October 23, 2015","Great clear sound on laptop. Not such on desktop"
"January 28, 2013","I really like my apps and I use then all the time. I am always on the go and I really use each and every one. I love that I can purchase the apps that I'm interested in and I can use them right away. I always have my music with me"
"September 25, 2015","I like how I can listen to the latest released albums!"
"April 28, 2016","great songs"
"March 6, 2016","Good for the money"
"April 27, 2016","Love it"
"October 22, 2015","AWESOME great way to listen to special music!!!!"
"January 2, 2016","Lots of good songs.Thanks Amazon"
"April 1, 2016","not the best"
"August 29, 2014","I couldn't get it to work on my Samsung Galaxy S4"
"September 22, 2014","Extremely convenient and a broad selection."
"April 21, 2016","LOVE IT!"
"September 28, 2015","Wish the classic rock didn't have so many hair bands."
"June 27, 2015","I'm not finding some music that was originally downloaded through Amazon."
"October 7, 2015","Great music and updates according to your listening"
"February 20, 2016","Easy to use and enjoy"
"July 15, 2015","lot of memory and battery drain..freq update requests...no sleep mode"
"March 27, 2016","It's awesome!"
"March 18, 2016","Could be better"
"March 24, 2015","I only can access by the amazon app. Google play store do not permit me to download this app"
"April 25, 2016","Love it"
"January 10, 2013","This product came as described and worked perfectly. I consider all factors when ordering, including quality, price and company reputation. This product passed all. I could recommend this to others if you pay for your mp3s. I do not."
"February 6, 2016","I love Prime music lists"
"March 8, 2016","no download link."
"August 17, 2015","Worth it.. Better then i heart radio & pandora put together.."
"April 25, 2016","Awesome"
"January 23, 2016","Nice smooth doesn't fail me"
"February 28, 2016","Pretty awesome app!"
"March 12, 2016","Great selection!"
"August 25, 2015","There seems to be quite a bit of music that isn't available."
"February 5, 2016","Works great on my Note 5"
"April 24, 2016","Awesome"
"June 9, 2015","Can't I download music without your app without jumping through a 100 hoops?"
"December 14, 2014","Extensive catalog of all sorts of music that's easy to select from and then play on my Bose Bluetooth speaker."
"November 24, 2015","Works great and Amazon stores my music.."
"January 17, 2016","GLAD TO HAVE SO MANY CHOICES"
"March 16, 2016","A great deal!!!"
"January 28, 2013","And now they have the service where when you buy the cd, the music goes to the cloud service and you can download them to your player. Excellent. I am very pleased with this improvement, it makes perfect sense! Enjoy. Jb"
"March 2, 2016","So far no problems"
"June 15, 2014","Happy to know that Amazon offer free streaming for Prime members. Only complain is the amount of songs offered and the app UI on the Android app."
"November 24, 2015","awesome and simple with no commericials."
"January 17, 2016","The layout is very confusing"
"May 10, 2015","This band is jamming if you want a jazzy, R&B sound, this is definitely the album."
"September 25, 2015","Whenever I'm in my car this is the music I listen to."
"February 4, 2016","Good selection of music."
"April 30, 2015","I like the availability and the variety. Being able to download for free helps too!"
"November 20, 2012","I have been using this for a couple of years, now. I use it a little bit out of my phone. But, I plan to use it a lot more form my new tablet that is on the way. The interface is simple and works very well. What else could you ask for?"
"February 3, 2014","the only thing i didn't like was that i had to by pass Google Play to get it on my phone, but the plus side was i got the cd i bought for free as an mp3 on my phone now."
"October 27, 2015","Loving that there are no annoying commercials!"
"March 15, 2016","Love the lyrics"
"December 28, 2014","Awesome and way better than Spotify or Pandora. You dont have to ""pay"" to play your favorite songs."
"July 22, 2015","All in all not a bad thing but doesn't have everything you look for"
"January 30, 2016","So easy and fast LOVE IT!"
"August 28, 2015","I like this better than ""I heart radio""...good job!"
"September 29, 2015","Great sound, clear, wide selections and great price!"
"July 21, 2015","I just Cant Integrate the or rip music from other players as easily"
"February 3, 2016","Great Music all the time"
"February 16, 2016","Old fart loves it!!!!"
"January 11, 2016","Worked great, would recommend"
"October 26, 2015","Can't really find the latest and greatest hits"
"March 27, 2016","Very helpful"
"October 3, 2015","Free (with Prime) mobile music, what's not to like."
"September 5, 2015","I love downloading music from Amazon instead of iTunes..."
"May 8, 2015","So far so good. Have been pairing with bluetooth speaker and it sounds excellent."
"February 2, 2016","The music is fantastic!!"
"January 28, 2016","Much better than Pandora."
"January 24, 2016","Can make your own playlist"
"March 13, 2016","Simply awesome."
"March 13, 2016","Sheer goodness."
"April 25, 2016","Great!"
"April 18, 2015","I absolutely love this. I can ply them anywhere and it is always fun to get new music."
"April 22, 2015","this app is only for use for 30 days then you have to pay money don't waste your time"
"February 1, 2016","Love Amazon. Love Music."
"August 30, 2015","This is great. Love being able to choose the music I want!"
"January 19, 2016","I really enjoy the service"
"April 20, 2016","AWESOME"
"May 12, 2016","ok"
"May 3, 2016","Love"
"December 9, 2014","Great work from a hardworking artist! I like how Corey is getting back to his roots and simplifying his music."
"May 1, 2015","Lots of streaming music. Cuts my cost from having to buy everything I listened to."
"September 23, 2014","The voice enhancement takes away from his true voice. Sorry, but I wish I could get my $$ back. I will stick to his old cd's."
"December 31, 2015","my favorite thing to listen on!"
"March 3, 2016","It's pretty cool."
"March 16, 2016","Love Amazon :)"
"April 19, 2016","Love it"
"February 18, 2016","too difficult to use"
"February 9, 2016","great music. love this"
"April 17, 2013","I'm so glad Amazon decided to increase the bit-rate for the music and also include mp3 rips of the past CDs I purchased from Amazon.com. Now I have more music to listen to anywhere I go when I travel. Thanks Amazon!"
"June 20, 2014","Fantastic..great sound, great selection. Would recommend to anyone with prime to download the application and enjoy. Very easy and very simple"
"March 29, 2016","Good stuff!"
"March 29, 2016","Really cool"
"April 30, 2015","I use it on my ASUS Android tablet and Fire phone. It works perfectly well on both."
"March 2, 2016","It's pretty cool."
"April 20, 2015","I like the music selection but I don't like that I can't fast forward through a song."
"May 18, 2015","Me and my husband love using this app it's perfect"
"March 15, 2016","Excellent!!!!!"
"March 26, 2015","Wow! This drains my battery very quickly. Will this ever be offered for satellite in cars?"
"November 5, 2015","Great APP tons of Prime Music , must have !"
"April 8, 2016","Great app"
"February 19, 2016","Excellent Music Service!"
"February 3, 2016","As expected, works fine"
"November 18, 2015","Love t! Use it every night when I read."
"December 24, 2015","a no brainer for the music lover"
"October 7, 2015","Great service. Worth the cost of membership alone"
"April 25, 2016","grest"
"July 11, 2015","Good, we'll functioning app. Could use more variety in the playlists"
"November 12, 2015","Has a great variety of music available..."
"March 31, 2016","INice app."
"April 20, 2016","No ads"
"July 15, 2015","Totally in love with this app! Makes me happy to be a Prime member!"
"June 10, 2014","Very good to import my music and play in the car and where ever I go. My favorite songs. Love to hear them and I found it easy to use. ."
"February 19, 2016","Very good selection"
"October 24, 2015","Love that I can listen to my music on the go."
"March 30, 2016","Very happy"
"November 25, 2015","Later. Just opened it a few days ago."
"February 27, 2016","Love the options!"
"February 27, 2016","Awesome music app"
"April 21, 2015","Love Prime Music! I'll lovery it more when I figure out how to sync it with my Echo."
"February 5, 2016","Love it use it often ."
"March 9, 2014","Very small limit for free users in comparison to other services, but it's still pretty good and if you have an Amazon device (ex. Kindle) this app is very ideal."
"May 5, 2015","Another reason to love Amazon. Almost endless choices for your listening pleasure"
"January 26, 2016","Love it highly recommend"
"April 14, 2016","perfect"
"June 24, 2014","I just bought a Kindle hd and this is not compatible. I thought Kindles would be a sure thing. I can load it on my tablet but not my kindle??"
"February 17, 2016","Seems great so far."
"December 22, 2014","I use Amazon Music with my Sonos and my iPhone. Love being able to import all of my music into the cloud!"
"October 22, 2015","Won't let me use my credit to purchase music."
"June 28, 2015","It keeps crashing and will not allow me to authorize my mobile divices"
"January 20, 2016","Easy to download. Love it"
"April 4, 2015","All up to date music, easy to review then download. Definitely a plus to Amazon Prime."
"November 13, 2013","it does not load on my kindle fire hd. after repeated attemps & help from an amazon cust. service rep it still will not load & the app is no where to be found on my kindlefire hd :("
"April 22, 2016","Great"
"March 9, 2016","It's Awww some"
"January 6, 2016","Nothing is better hands down"
"November 5, 2014","Wonderful service---especially for someone who is a non-techy person---now I can take my music with me on my phone!"
"February 27, 2015","Where has this been all my life! This alone makes it so worth it to be an amazon prime member."
"March 29, 2015","I like Amazon Music with Prime Music. The catalog needs to be greatly increased, though."
"October 25, 2015","made access to my friend's music really easy"
"March 13, 2016","Great success"
"March 8, 2016","MY MUSIC GO TO"
"April 3, 2016","good work"
"April 20, 2016","Great"
"December 20, 2014","Nice to have the music I like at my finger tip. I love the music I can get just for being a prime member."
"August 25, 2015","5 stars if it has equalizer, next feature to add Amazon!!"
"March 23, 2015","Although it is free with my prime membership the selection of artists is somewhat limited"
"September 30, 2013","This mp3-player app works so much better than that stupid i-Tunes from Apple! It doesn't control your life as i-Tunes does!"
"May 3, 2016","OK"
"December 4, 2015","I wish it had more Classical music."
"April 19, 2016","Great"
"May 30, 2015","Hardly have any of the songs I've looked for. Gonna stick with Google Play."
"August 20, 2015","Wonderful music selections. Convenient. No interruptions."
"July 9, 2015","The music is fine, but finding it is often an exercise in futility."
"September 7, 2015","Found music I desired. Quick purchase, fast download."
"March 7, 2016","Not convenient"
"February 4, 2016","I buy all my music there! Love it!"
"January 31, 2016","Great variety of music"
"April 19, 2016","Great"
"May 5, 2015","Its alright. Has good music but need more Spanish music for prime members tho!!!"
"November 23, 2014","Needs to work a little better with BlackBerry but does the job alright. This review is from a Passport via AT&T"
"September 16, 2015","Dont have to occupy your phone with music memory...."
"July 21, 2014","Does not work on Samsung galaxy phones. I have a hard time trying to under stand how they can be so good at book and music is a joke."
"March 29, 2016","Great App"
"March 11, 2016","I love it !!!"
"March 29, 2016","great app"
"March 29, 2016","Great app"
"April 23, 2016","Nice"
"April 10, 2016","Love it"
"December 23, 2014","Love it! Amazing app. Info is easy to find. User friendly. Lyrics included as well. All the music I love."
"February 26, 2016","I dont have this"
"April 20, 2015","works great. have no issues with the music and selection. great for all oocasions."
"November 17, 2014","Would be better if it was more like a radio. Where it plays songs randomly. Or by category, artist, genre, ect."
"April 5, 2016","Love it!"
"April 5, 2016","good app"
"February 17, 2016","Always good for me"
"October 26, 2015","Great player, even better price! Go AMAZON!"
"March 27, 2016","Great app"
"July 30, 2015","Nice app, but drains my phone's battery life so I uninstalled."
"May 3, 2015","I have Amazon Prime so it's a no brainer for me. With all the free prime music."
"January 24, 2016","Lacking in free content"
"September 5, 2015","Easy to use. Love the Bluetooth connection in the car."
"June 27, 2015","I LOVE it!! I haven't even carried my iPod since getting prime music!"
"October 7, 2015","Keeps me company when I work late. Love it!!!!"
"March 18, 2016","Great music"
"February 29, 2016","need more music"
"July 15, 2015","As long as it stays free with my prime subscription its the best!"
"November 30, 2015","They have every problem imaginable."
"April 20, 2016","Nice"
"November 21, 2015","Love the options Amazon music offers!"
"January 18, 2016","Not working Saudi arabia"
"April 7, 2015","Music selection good and getting better all the time. Downloads are fast and perfect."
"January 5, 2016","Just absolutely love Prime!"
"June 15, 2014","This is a nice addition to all of the other services that Amazon provides to Prime subscribers. I recommend it for anyone who loves music..."
"February 1, 2016","Easy to get my music."
"July 30, 2015","If there was a way to filter out explicit lyrics I would have given it a 5!"
"April 29, 2016","Ok"
"October 10, 2015","So easy! Great selection and the app rocks :-)"
"February 27, 2016","Love it so far."
"February 27, 2016","Pretty awesome!"
"February 18, 2016","Needs more metal."
"March 3, 2014","I got this to play the soundtrack download i got when i purchased the Despicable Me 2 cd. I am really enjoying my songs on this app. I would recommend this app."
"January 3, 2015","This is a intuitive and enjoyable service. Not everything is available on Prime, but enough to enjoy."
"March 7, 2016","great variety"
"March 29, 2016","Good App"
"March 29, 2016","Love it!"
"March 29, 2016","excelent"
"March 29, 2016","The best"
"April 5, 2016","EXCELET"
"March 29, 2016","5 stars."
"September 2, 2015","Love always having my music available and easy to play"
"December 29, 2015","Music selection is not good."
"December 29, 2015","Previous review was in error"
"April 19, 2015","Worked great for me .lots of good music to choose from in all genras. Easy to use."
"January 20, 2016","Not super user friendly"
"February 28, 2015","I found it difficult to navigate for people like me that own ""computers for dummies"""
"November 29, 2012","I've used this app several times on various devices for several years and it's always been very easy to install and use on just about anything. Currently using it on my computer, my Asus Eepad, and my Samsung Galaxy S3 with no issues."
"December 10, 2015","I love it and all the free music"
"September 5, 2015","No ads and commercials. Songs selections are limited."
"August 13, 2015","I don't like that you can't be offline to enjoy the music."
"June 22, 2014","I paid for 2 years before this service but when I decide used this app doesn't work in my country I hope the Amazon people fix this problem"
"November 10, 2014","This app is (Trash). Reference other 1 star reviews for more insight. Save your money do mot buy mp3s for amazon"
"September 14, 2015","not different than any other download music service"
"March 19, 2015","Love it, so easy to use. I finally got around to using it and wish I had done it sooner!"
"December 5, 2015","Excellent and lots of free stuff."
"April 20, 2016","Great"
"November 9, 2014","Nice application but abit confusing. When I am done listening there is no where for me thst I have found to exi"
"September 27, 2015","I like all amazon servic its so fast and on time"
"October 11, 2015","Awesome app ,wish they have a cheaper package"
"February 15, 2016","Love Prime music."
"February 28, 2016","Best selection"
"February 28, 2016","It's the best!"
"March 30, 2016","Great!!"
"January 27, 2016","Such a big selection!"
"April 15, 2016","grat"
"June 11, 2013","Amazon has a way of making you feel that they're constantly trying to keep you as a customer, and appreciate that you're using them. This app is just another thing Amazon does better than a lot of others."
"July 9, 2015","Love it. I always have whatever I'm in the mood for in my pocket."
"March 11, 2016","Easy to usr"
"April 14, 2016","Love"
"December 3, 2015","Amazing variety of all time music"
"March 29, 2016","Awesome"
"June 13, 2015","Very cool! I'm so happy about the volume and ease of music I can find!"
"October 23, 2015","I use it with Amazon Echo and works great."
"November 12, 2014","Love having all these songs on my phone. I downloaded a bunch and listened to them on an international flight."
"July 20, 2014","It's so great to be able to stream all of this music!"
"April 20, 2015","Great app!! If I am not in car with my CD's I purchased I have them on my phone!!"
"December 23, 2014","Works great on my LG phone. Access to everything I've purchased, and Prime opens up a lot more. Thanks!"
"October 27, 2015","Very cool addition to my prime membership"
"March 15, 2016","Great list"
"February 17, 2016","easy to download"
"January 7, 2016","Loving it! Screw Pandora!"
"April 29, 2015","Amazing selection of music. Prime selection is extremely extensive, all genres."
"June 12, 2014","It is fine. Took a long time to list the full music library the first time (a day and a half later all the missing songs suddenly appeared)."
"December 22, 2013","This app is ok in the sense that ii is a MUST have if you want to be able to add music to your cell phone.... However, it takes too long to download music through this...."
"February 4, 2016","loving the service works great"
"February 3, 2016","Pretty good so far."
"February 16, 2016","So far I love it"
"December 11, 2014","If you are getting this as an alternative to spotify, get spotify the layout is better and less confusing"
"February 20, 2016","i hate this app"
"April 3, 2016","Thanks"
"June 26, 2015","Great I love it. I can play the music I like when I want to. Thanks"
"March 31, 2016","Great!"
"February 15, 2016","Just Awesome. :)"
"December 26, 2013","Love having my music on all my devices, the download form AMazon mp3s is straight forward, simple, and glitch-free. Also love the variety of artists and songs available."
"January 5, 2016","Tons of free music!! FREE"
"November 2, 2015","Nice app. Good music. Easy to navigate."
"April 7, 2016","Great"
"March 17, 2016","Thumbs up"
"March 30, 2016","Great!"
"February 19, 2016","Love this app!!"
"October 3, 2014","it's okay I'm not a big music person but it's nice for you to have some options when you would like to listen to music"
"February 3, 2015","I like that it allows you to use music you already own. Just wish it had Chromecast streaming"
"September 29, 2015","I found all my favorite artists and all their music!"
"April 16, 2015","Do not like!! Want to the listen to the music not be drected to the porchase site"
"March 12, 2016","Love it..."
"January 12, 2016","Easier unified interface is needed."
"February 4, 2016","Best music service"
"July 13, 2015","Fantastic library but........A person can not record anything ?"
"June 24, 2014","Another great reason to love Amazon Prime! I know the price was increased this year for the membership but this really makes it worth it!"
"June 29, 2014","Hey, free music! What more could you ask for? Well, maybe to be able to download for off line listening but, wait, you get that too!!!"
"March 29, 2016","Great!"
"November 10, 2015","Absolutely love it 👌👍💞🎵🎶🎧😆😆😆"
"December 3, 2015","I find it difficult to navigate."
"March 2, 2016","Gd music app"
"February 4, 2016","Enjoy this option."
"March 2, 2016","Awesome job!"
"May 28, 2013","Store music in the cloud and device and stream on the road with Android, Amazon and iOS devices. Great if you don't have much room on your phone and your music is backed up in the cloud. Also works on PCs."
"August 24, 2015","I would recommend this music to anyone. Very satisfied"
"August 5, 2015","Free selection is limited. Navigation is a task in itself."
"December 2, 2015","Great music selctiom.. all hits!"
"January 25, 2016","I enjoy it very much"
"January 30, 2016","Better than pandora"
"May 28, 2015","Thank you AMAZON PRIME! What a nice perk for Prime Members. I love this."
"February 5, 2015","THIS IS ONE OF THE BEST MUSIC APPS HIGHLY RECOMMEND I USE IT DAILY. .RUNS FLAWLESS EVERY TIME"
"November 9, 2015","Fantastic amount of albums available."
"December 1, 2014","The sound quality of the app is lacking. Also the ability to make adjustments. It will be deleted/removed."
"May 18, 2015","I've really enjoyed listening to the radio stations while I'm working out!"
"November 24, 2014","Can't get it to play"
"June 16, 2015","Never streamed music before, but I spend a lot of time doing it now!"
"April 23, 2015","I feel like it's not up to date with the music. It also repeats the same songs."
"March 18, 2016","Live it!"
"February 7, 2016","Thus is laughable"
"June 11, 2014","Good place to find all kinds of your favorite tunes. Glad I picked this one from all the rest I found and the songs are reasonably priced."
"March 9, 2016","Good music"
"October 7, 2015","Just wish that it can play using chromecast."
"July 13, 2014","So far I think its great good selection and functional app that I can tell had a lot of time put into it thanks Amazon your the best."
"March 18, 2016","Good app"
"January 25, 2015","only music player i use now. on both my laptop and phone. got prime so i get tons of free music"
"September 28, 2015","Awesome. I got my favorite music under Amazon."
"April 7, 2016","Love"
"July 28, 2014","Love it! I was able to find a song from the 60's that was played on the radio when my husband and I were high school sweet hearts."
